ProductKey,Product_Name,Category,Brand,Annual_Demand,EOQ,Daily_Demand,Safety_Stock,Final_Reorder_Point,Annual_Order_Cost,Annual_Holding_Cost,Total_Inventory_Cost,Risk_Level
2064,Contoso Microwave 1.0CuFt E0110 Silver,Home Appliances,Contoso,13.43,2.0,0.0368,6.0,6.0,19.43,17.84,37.27,Medium
2065,Contoso Microwave 0.9CuFt E0090 Silver,Home Appliances,Contoso,8.37,2.0,0.0229,5.0,5.0,12.11,12.74,24.85,Medium
2066,Contoso Microwave 0.8CuFt E0080 Silver,Home Appliances,Contoso,5.84,2.0,0.016,3.0,3.0,8.45,12.11,20.56,Medium
2067,Contoso Microwave 1.5CuFt X0110 Grey,Home Appliances,Contoso,7.59,1.0,0.0208,3.0,3.0,21.96,27.58,49.54,Medium
2068,Contoso Microwave 2.2CuFt M0125 Grey,Home Appliances,Contoso,7.2,1.0,0.0197,4.0,4.0,20.83,11.5,32.33,Medium
2069,Contoso Microwave 2.2CuFt M0126 Grey,Home Appliances,Contoso,6.42,1.0,0.0176,4.0,4.0,18.57,10.35,28.92,Medium
2070,Contoso Microwave 1.0CuFt E0110 Grey,Home Appliances,Contoso,9.73,2.0,0.0267,6.0,6.0,14.07,17.84,31.91,Medium
2071,Contoso Microwave 0.9CuFt E0090 Grey,Home Appliances,Contoso,7.59,2.0,0.0208,5.0,5.0,10.98,12.74,23.72,Medium
2072,Contoso Microwave 0.8CuFt E0080 Grey,Home Appliances,Contoso,8.37,2.0,0.0229,5.0,5.0,12.11,12.11,24.22,Medium
2073,Contoso Microwave 1.5CuFt X0110 Red,Home Appliances,Contoso,7.01,1.0,0.0192,5.0,5.0,20.28,27.58,47.86,Medium
2074,Contoso Microwave 2.2CuFt M0125 Red,Home Appliances,Contoso,5.84,1.0,0.016,3.0,3.0,16.9,11.5,28.4,Medium
2075,Contoso Microwave 1.6CuFt M0125 Red,Home Appliances,Contoso,10.31,2.0,0.0282,4.0,4.0,14.91,20.69,35.6,Medium
2076,Contoso Microwave 1.0CuFt E0110 Red,Home Appliances,Contoso,13.04,2.0,0.0357,5.0,5.0,18.86,17.84,36.7,Medium
2077,Contoso Microwave 0.9CuFt E0090 Red,Home Appliances,Contoso,8.56,2.0,0.0235,3.0,3.0,12.38,12.74,25.12,Medium
2078,Contoso Microwave 0.8CuFt E0080 Red,Home Appliances,Contoso,7.2,2.0,0.0197,6.0,6.0,10.41,12.11,22.52,Medium
2079,Contoso Microwave 1.5CuFt X0110 Black,Home Appliances,Contoso,5.25,1.0,0.0144,3.0,3.0,15.19,27.58,42.77,Medium
2080,Contoso Microwave 2.2CuFt M0125 Black,Home Appliances,Contoso,5.64,1.0,0.0155,3.0,3.0,16.32,11.5,27.82,Medium
2081,Contoso Microwave 1.6CuFt M0125 Black,Home Appliances,Contoso,11.87,2.0,0.0325,5.0,5.0,17.17,20.69,37.86,Medium
2082,Contoso Microwave 1.0CuFt E0110 Black,Home Appliances,Contoso,11.87,2.0,0.0325,5.0,5.0,17.17,17.84,35.01,Medium
2083,Contoso Microwave 0.9CuFt E0090 Black,Home Appliances,Contoso,10.7,2.0,0.0293,6.0,6.0,15.48,12.74,28.22,Medium
2084,Contoso Microwave 0.8CuFt E0080 Black,Home Appliances,Contoso,13.82,3.0,0.0379,5.0,5.0,13.33,18.16,31.49,Medium
2085,Contoso Water Heater 7.2GPM X1800 White,Home Appliances,Contoso,27.44,1.0,0.0752,5.0,5.0,79.38,61.09,140.47,Critical
2086,Contoso Water Heater 4.3GPM M1250 White,Home Appliances,Contoso,37.75,1.0,0.1034,5.0,5.0,109.21,50.44,159.65,Critical
2087,Contoso Water Heater 4.0GPM M1250 White,Home Appliances,Contoso,32.69,1.0,0.0896,5.0,5.0,94.57,45.47,140.04,Critical
2088,Contoso Water Heater 2.6GPM E0900 White,Home Appliances,Contoso,19.85,1.0,0.0544,3.0,3.0,57.43,32.37,89.8,High
2089,Contoso Water Heater 1.5GPM E0800 White,Home Appliances,Contoso,35.42,2.0,0.097,5.0,5.0,51.23,32.82,84.05,High
2090,Contoso Water Heater 7.2GPM X1800 Blue,Home Appliances,Contoso,21.41,1.0,0.0587,4.0,4.0,61.94,61.09,123.03,Critical
2091,Contoso Water Heater 4.3GPM M1250 Blue,Home Appliances,Contoso,28.99,1.0,0.0794,5.0,5.0,83.87,50.44,134.31,Critical
2092,Contoso Water Heater 4.0GPM M1250 Blue,Home Appliances,Contoso,29.97,1.0,0.0821,5.0,5.0,86.7,45.47,132.17,Critical
2093,Contoso Water Heater 2.6GPM E0900 Blue,Home Appliances,Contoso,36.19,2.0,0.0992,4.0,4.0,52.35,64.75,117.1,Critical
2094,Contoso Water Heater 1.5GPM E0800 Blue,Home Appliances,Contoso,33.28,2.0,0.0912,5.0,5.0,48.14,32.82,80.96,High
2095,Contoso Water Heater 7.2GPM X1800 Green,Home Appliances,Contoso,28.61,1.0,0.0784,5.0,5.0,82.77,61.09,143.86,Critical
2096,Contoso Water Heater 4.3GPM M1250 Green,Home Appliances,Contoso,36.19,1.0,0.0992,5.0,5.0,104.7,50.44,155.14,Critical
2097,Contoso Water Heater 4.0GPM M1250 Green,Home Appliances,Contoso,26.27,1.0,0.072,4.0,4.0,76.0,45.47,121.47,Critical
2098,Contoso Water Heater 2.6GPM E0900 Green,Home Appliances,Contoso,27.24,2.0,0.0746,4.0,4.0,39.4,64.75,104.15,Critical
2099,Contoso Water Heater 1.5GPM E0800 Green,Home Appliances,Contoso,25.69,2.0,0.0704,4.0,4.0,37.16,32.82,69.98,High
2100,Contoso Water Heater 7.2GPM X1800 Silver,Home Appliances,Contoso,30.55,1.0,0.0837,5.0,5.0,88.38,61.09,149.47,Critical
2101,Contoso Water Heater 4.3GPM M1250 Silver,Home Appliances,Contoso,24.71,1.0,0.0677,5.0,5.0,71.49,50.44,121.93,Critical
2102,Contoso Water Heater 4.0GPM M1250 Silver,Home Appliances,Contoso,36.97,2.0,0.1013,5.0,5.0,53.48,90.94,144.42,Critical
2103,Contoso Water Heater 2.6GPM E0900 Silver,Home Appliances,Contoso,37.95,2.0,0.104,5.0,5.0,54.89,64.75,119.64,Critical
2104,Contoso Water Heater 1.5GPM E0800 Silver,Home Appliances,Contoso,18.29,2.0,0.0501,4.0,4.0,26.46,32.82,59.28,High
2105,Contoso Water Heater 7.2GPM X1800 Grey,Home Appliances,Contoso,26.85,1.0,0.0736,5.0,5.0,77.68,61.09,138.77,Critical
2106,Contoso Water Heater 4.3GPM M1250 Grey,Home Appliances,Contoso,40.28,2.0,0.1104,6.0,6.0,58.26,100.88,159.14,Critical
2107,Contoso Water Heater 4.0GPM M1250 Grey,Home Appliances,Contoso,25.3,1.0,0.0693,4.0,4.0,73.19,45.47,118.66,Critical
2108,Contoso Water Heater 2.6GPM E0900 Grey,Home Appliances,Contoso,21.21,1.0,0.0581,4.0,4.0,61.36,32.37,93.73,High
2109,Contoso Water Heater 1.5GPM E0800 Grey,Home Appliances,Contoso,30.94,2.0,0.0848,4.0,4.0,44.75,32.82,77.57,High
2110,Contoso Water Heater 7.2GPM X1800 Red,Home Appliances,Contoso,26.27,1.0,0.072,5.0,5.0,76.0,61.09,137.09,Critical
2111,Contoso Water Heater 4.3GPM M1250 Red,Home Appliances,Contoso,19.46,1.0,0.0533,4.0,4.0,56.3,50.44,106.74,Critical
2112,Contoso Water Heater 4.0GPM M1250 Red,Home Appliances,Contoso,21.79,1.0,0.0597,5.0,5.0,63.04,45.47,108.51,Critical
2113,Contoso Water Heater 2.6GPM E0900 Red,Home Appliances,Contoso,24.32,1.0,0.0666,6.0,6.0,70.36,32.37,102.73,Critical
2114,Contoso Water Heater 1.5GPM E0800 Red,Home Appliances,Contoso,31.33,2.0,0.0858,4.0,4.0,45.32,32.82,78.14,High
2115,Contoso Water Heater 4.3GPM M1250 Yellow,Home Appliances,Contoso,24.71,1.0,0.0677,4.0,4.0,71.49,50.44,121.93,Critical
2116,Contoso Coffee Maker Super-Auto 12C X1250 Black,Home Appliances,Contoso,7.98,1.0,0.0219,6.0,6.0,23.09,68.33,91.42,High
2117,Contoso Coffee Maker Auto 10C M1000 Black,Home Appliances,Contoso,3.89,1.0,0.0107,4.0,4.0,11.25,42.88,54.13,High
2118,Contoso Coffee Maker 12C M1000 Black,Home Appliances,Contoso,6.81,1.0,0.0187,5.0,5.0,19.7,25.58,45.28,Medium
2119,Contoso Coffee Maker Auto 5C E0900 Black,Home Appliances,Contoso,3.89,1.0,0.0107,4.0,4.0,11.25,10.39,21.64,Medium
2120,Contoso Coffee Maker 5C E0900 Black,Home Appliances,Contoso,1.75,1.0,0.0048,3.0,3.0,5.06,9.49,14.55,Low
2121,Contoso Coffee Maker 4C E0800 Black,Home Appliances,Contoso,8.95,2.0,0.0245,7.0,7.0,12.95,16.56,29.51,Medium
2122,Contoso Coffee Maker Super-Auto 12C X1250 Silver,Home Appliances,Contoso,4.86,1.0,0.0133,3.0,3.0,14.06,68.33,82.39,High
2123,Contoso Coffee Maker Auto 10C M1000 Silver,Home Appliances,Contoso,8.17,1.0,0.0224,5.0,5.0,23.64,42.88,66.52,High
2124,Contoso Coffee Maker 12C M1000 Silver,Home Appliances,Contoso,7.59,1.0,0.0208,8.0,8.0,21.96,25.58,47.54,Medium
2125,Contoso Coffee Maker Auto 5C E0900 Silver,Home Appliances,Contoso,3.89,1.0,0.0107,4.0,4.0,11.25,10.39,21.64,Medium
2126,Contoso Coffee Maker 5C E0900 Silver,Home Appliances,Contoso,8.17,2.0,0.0224,5.0,5.0,11.82,18.99,30.81,Medium
2127,Contoso Coffee Maker 4C E0800 Silver,Home Appliances,Contoso,6.81,2.0,0.0187,5.0,5.0,9.85,16.56,26.41,Medium
2128,Contoso Coffee Maker Super-Auto 12C X1250 White,Home Appliances,Contoso,7.98,1.0,0.0219,5.0,5.0,23.09,68.33,91.42,High
2129,Contoso Coffee Maker Auto 10C M1000 White,Home Appliances,Contoso,10.12,1.0,0.0277,3.0,3.0,29.28,42.88,72.16,High
2130,Contoso Coffee Maker 12C M1000 White,Home Appliances,Contoso,6.23,1.0,0.0171,7.0,7.0,18.02,25.58,43.6,Medium
2131,Contoso Coffee Maker Auto 5C E0900 White,Home Appliances,Contoso,7.01,1.0,0.0192,4.0,4.0,20.28,10.39,30.67,Medium
2132,Contoso Coffee Maker 5C E0900 White,Home Appliances,Contoso,9.15,2.0,0.0251,4.0,4.0,13.24,18.99,32.23,Medium
2133,Contoso Coffee Maker 4C E0800 White,Home Appliances,Contoso,5.84,1.0,0.016,4.0,4.0,16.9,8.28,25.18,Medium
2134,Contoso Coffee Maker Super-Auto 12C X1250 Grey,Home Appliances,Contoso,3.5,1.0,0.0096,4.0,4.0,10.13,68.33,78.46,High
2135,Contoso Coffee Maker Auto 10C M1000 Grey,Home Appliances,Contoso,3.7,1.0,0.0101,5.0,5.0,10.7,42.88,53.58,High
2136,Contoso Coffee Maker 12C M1000 Grey,Home Appliances,Contoso,8.37,1.0,0.0229,6.0,6.0,24.21,25.58,49.79,Medium
2137,Contoso Coffee Maker Auto 5C E0900 Grey,Home Appliances,Contoso,8.17,2.0,0.0224,5.0,5.0,11.82,20.78,32.6,Medium
2138,Contoso Coffee Maker 5C E0900 Grey,Home Appliances,Contoso,3.7,1.0,0.0101,7.0,7.0,10.7,9.49,20.19,Medium
2139,Contoso Coffee Maker 4C E0800 Grey,Home Appliances,Contoso,5.84,1.0,0.016,6.0,6.0,16.9,8.28,25.18,Medium
2140,Adventure Works Coffee Maker Super-Auto 12C X125 Black,Home Appliances,Adventure Works,3.5,1.0,0.0096,3.0,3.0,10.13,68.33,78.46,High
2141,Adventure Works Coffee Maker Auto 10C M100 Black,Home Appliances,Adventure Works,4.86,1.0,0.0133,5.0,5.0,14.06,42.88,56.94,High
2142,Adventure Works Coffee Maker 12C M100 Black,Home Appliances,Adventure Works,4.28,1.0,0.0117,4.0,4.0,12.38,25.58,37.96,Medium
2143,Adventure Works Coffee Maker Auto 5C E090 Black,Home Appliances,Adventure Works,5.45,1.0,0.0149,6.0,6.0,15.77,10.39,26.16,Medium
2144,Adventure Works Coffee Maker 5C E090 Black,Home Appliances,Adventure Works,7.01,1.0,0.0192,5.0,5.0,20.28,9.49,29.77,Medium
2145,Adventure Works Coffee Maker 4C E080 Black,Home Appliances,Adventure Works,5.64,1.0,0.0155,4.0,4.0,16.32,8.28,24.6,Medium
2146,Adventure Works Coffee Maker Super-Auto 12C X125 Silver,Home Appliances,Adventure Works,3.31,1.0,0.0091,7.0,7.0,9.58,68.33,77.91,High
2147,Adventure Works Coffee Maker Auto 10C M100 Silver,Home Appliances,Adventure Works,6.62,1.0,0.0181,6.0,6.0,19.15,42.88,62.03,High
2148,Adventure Works Coffee Maker 12C M100 Silver,Home Appliances,Adventure Works,7.98,1.0,0.0219,5.0,5.0,23.09,25.58,48.67,Medium
2149,Adventure Works Coffee Maker Auto 5C E090 Silver,Home Appliances,Adventure Works,5.25,1.0,0.0144,4.0,4.0,15.19,10.39,25.58,Medium
2150,Adventure Works Coffee Maker 5C E090 Silver,Home Appliances,Adventure Works,5.06,1.0,0.0139,5.0,5.0,14.64,9.49,24.13,Medium
2151,Adventure Works Coffee Maker 4C E080 Silver,Home Appliances,Adventure Works,6.42,1.0,0.0176,7.0,7.0,18.57,8.28,26.85,Medium
2152,Adventure Works Coffee Maker Super-Auto 12C X125 White,Home Appliances,Adventure Works,8.37,1.0,0.0229,4.0,4.0,24.21,68.33,92.54,High
2153,Adventure Works Coffee Maker Auto 10C M100 White,Home Appliances,Adventure Works,3.89,1.0,0.0107,5.0,5.0,11.25,42.88,54.13,High
2154,Adventure Works Coffee Maker 12C M100 White,Home Appliances,Adventure Works,6.42,1.0,0.0176,3.0,3.0,18.57,25.58,44.15,Medium
2155,Adventure Works Coffee Maker Auto 5C E090 White,Home Appliances,Adventure Works,6.81,1.0,0.0187,5.0,5.0,19.7,10.39,30.09,Medium
2156,Adventure Works Coffee Maker 5C E090 White,Home Appliances,Adventure Works,6.23,1.0,0.0171,3.0,3.0,18.02,9.49,27.51,Medium
2157,Adventure Works Coffee Maker 4C E080 White,Home Appliances,Adventure Works,2.72,1.0,0.0075,5.0,5.0,7.87,8.28,16.15,Low
2158,Adventure Works Coffee Maker Super-Auto 12C X125 Grey,Home Appliances,Adventure Works,1.75,1.0,0.0048,2.0,2.0,5.06,68.33,73.39,High
2159,Adventure Works Coffee Maker Auto 10C M100 Grey,Home Appliances,Adventure Works,4.86,1.0,0.0133,4.0,4.0,14.06,42.88,56.94,High
2160,Adventure Works Coffee Maker 12C M100 Grey,Home Appliances,Adventure Works,8.76,1.0,0.024,7.0,7.0,25.34,25.58,50.92,High
2161,Adventure Works Coffee Maker Auto 5C E090 Grey,Home Appliances,Adventure Works,6.03,1.0,0.0165,5.0,5.0,17.44,10.39,27.83,Medium
2162,Adventure Works Coffee Maker 5C E090 Grey,Home Appliances,Adventure Works,7.78,2.0,0.0213,5.0,5.0,11.25,18.99,30.24,Medium
2163,Adventure Works Coffee Maker 4C E080 Grey,Home Appliances,Adventure Works,6.42,1.0,0.0176,5.0,5.0,18.57,8.28,26.85,Medium
2164,Fabrikam Coffee Maker Super-Auto 12C X125 Black,Home Appliances,Fabrikam,3.5,1.0,0.0096,4.0,4.0,10.13,68.33,78.46,High
2165,Fabrikam Coffee Maker Auto 10C M100 Black,Home Appliances,Fabrikam,3.89,1.0,0.0107,3.0,3.0,11.25,42.88,54.13,High
2166,Fabrikam Coffee Maker 12C M100 Black,Home Appliances,Fabrikam,6.81,1.0,0.0187,6.0,6.0,19.7,25.58,45.28,Medium
2167,Fabrikam Coffee Maker Auto 5C E090 Black,Home Appliances,Fabrikam,9.15,2.0,0.0251,7.0,7.0,13.24,20.78,34.02,Medium
2168,Fabrikam Coffee Maker 5C E090 Black,Home Appliances,Fabrikam,7.01,1.0,0.0192,4.0,4.0,20.28,9.49,29.77,Medium
2169,Fabrikam Coffee Maker 4C E080 Black,Home Appliances,Fabrikam,7.01,2.0,0.0192,6.0,6.0,10.14,16.56,26.7,Medium
2170,Fabrikam Coffee Maker Super-Auto 12C X125 Silver,Home Appliances,Fabrikam,7.78,1.0,0.0213,4.0,4.0,22.51,68.33,90.84,High
2171,Fabrikam Coffee Maker Auto 10C M100 Silver,Home Appliances,Fabrikam,3.89,1.0,0.0107,3.0,3.0,11.25,42.88,54.13,High
2172,Fabrikam Coffee Maker 12C M100 Silver,Home Appliances,Fabrikam,6.42,1.0,0.0176,6.0,6.0,18.57,25.58,44.15,Medium
2173,Fabrikam Coffee Maker Auto 5C E090 Silver,Home Appliances,Fabrikam,7.01,1.0,0.0192,6.0,6.0,20.28,10.39,30.67,Medium
2174,Fabrikam Coffee Maker 5C E090 Silver,Home Appliances,Fabrikam,6.42,1.0,0.0176,5.0,5.0,18.57,9.49,28.06,Medium
2175,Fabrikam Coffee Maker 4C E080 Silver,Home Appliances,Fabrikam,5.84,1.0,0.016,5.0,5.0,16.9,8.28,25.18,Medium
2176,Fabrikam Coffee Maker Super-Auto 12C X125 White,Home Appliances,Fabrikam,7.98,1.0,0.0219,6.0,6.0,23.09,68.33,91.42,High
2177,Fabrikam Coffee Maker Auto 10C M100 White,Home Appliances,Fabrikam,4.67,1.0,0.0128,5.0,5.0,13.51,42.88,56.39,High
2178,Fabrikam Coffee Maker 12C M100 White,Home Appliances,Fabrikam,6.23,1.0,0.0171,4.0,4.0,18.02,25.58,43.6,Medium
2179,Fabrikam Coffee Maker Auto 5C E090 White,Home Appliances,Fabrikam,2.92,1.0,0.008,4.0,4.0,8.45,10.39,18.84,Low
2180,Fabrikam Coffee Maker 5C E090 White,Home Appliances,Fabrikam,10.51,2.0,0.0288,5.0,5.0,15.2,18.99,34.19,Medium
2181,Fabrikam Coffee Maker 4C E080 White,Home Appliances,Fabrikam,7.98,2.0,0.0219,5.0,5.0,11.54,16.56,28.1,Medium
2182,Fabrikam Coffee Maker Super-Auto 12C X125 Grey,Home Appliances,Fabrikam,4.28,1.0,0.0117,5.0,5.0,12.38,68.33,80.71,High
2183,Fabrikam Coffee Maker Auto 10C M100 Grey,Home Appliances,Fabrikam,5.45,1.0,0.0149,5.0,5.0,15.77,42.88,58.65,High
2184,Fabrikam Coffee Maker 12C M100 Grey,Home Appliances,Fabrikam,3.89,1.0,0.0107,2.0,2.0,11.25,25.58,36.83,Medium
2185,Fabrikam Coffee Maker Auto 5C E090 Grey,Home Appliances,Fabrikam,5.45,1.0,0.0149,6.0,6.0,15.77,10.39,26.16,Medium
2186,Fabrikam Coffee Maker 5C E090 Grey,Home Appliances,Fabrikam,9.92,2.0,0.0272,5.0,5.0,14.35,18.99,33.34,Medium
2187,Fabrikam Coffee Maker 4C E080 Grey,Home Appliances,Fabrikam,4.48,1.0,0.0123,3.0,3.0,12.96,8.28,21.24,Medium
2188,Fabrikam Coffee Maker 12C M100 Gold,Home Appliances,Fabrikam,6.62,1.0,0.0181,5.0,5.0,19.15,25.58,44.73,Medium
2189,Fabrikam Coffee Maker Auto 5C E090 Gold,Home Appliances,Fabrikam,3.7,1.0,0.0101,3.0,3.0,10.7,10.39,21.09,Medium
2192,Adventure Works Chandelier M8150 Black,Home Appliances,Adventure Works,0.19,1.0,0.0005,0.0,0.0,0.55,15.43,15.98,Low
2194,Adventure Works Wall Lamp E2150 Black,Home Appliances,Adventure Works,0.78,1.0,0.0021,3.0,3.0,2.26,7.65,9.91,Low
2195,Adventure Works Wall Lamp E3150 Black,Home Appliances,Adventure Works,1.95,1.0,0.0053,9.0,9.0,5.64,6.5,12.14,Low
2196,Adventure Works Desk Lamp E1300 Black,Home Appliances,Adventure Works,0.19,1.0,0.0005,0.0,0.0,0.55,5.1,5.65,Low
2197,Adventure Works Desk Lamp E1200 Black,Home Appliances,Adventure Works,2.53,2.0,0.0069,6.0,6.0,3.66,3.82,7.48,Low
2198,Adventure Works Floor Lamp X1150 White,Home Appliances,Adventure Works,2.14,1.0,0.0059,7.0,7.0,6.19,26.34,32.53,Medium
2199,Adventure Works Floor Lamp M2150 White,Home Appliances,Adventure Works,0.78,1.0,0.0021,3.0,3.0,2.26,19.49,21.75,Medium
2200,Adventure Works Chandelier M8150 White,Home Appliances,Adventure Works,0.39,1.0,0.0011,0.0,0.0,1.13,15.43,16.56,Low
2201,Adventure Works Chandelier M6150 White,Home Appliances,Adventure Works,0.58,1.0,0.0016,0.0,0.0,1.68,13.22,14.9,Low
2202,Adventure Works Wall Lamp E2150 White,Home Appliances,Adventure Works,2.34,1.0,0.0064,3.0,3.0,6.77,7.65,14.42,Low
2203,Adventure Works Wall Lamp E3150 White,Home Appliances,Adventure Works,1.56,1.0,0.0043,1.0,1.0,4.51,6.5,11.01,Low
2204,Adventure Works Desk Lamp E1300 White,Home Appliances,Adventure Works,2.72,1.0,0.0075,4.0,4.0,7.87,5.1,12.97,Low
2205,Adventure Works Desk Lamp E1200 White,Home Appliances,Adventure Works,3.11,2.0,0.0085,7.0,7.0,4.5,3.82,8.32,Low
2206,Adventure Works Floor Lamp X1150 Silver,Home Appliances,Adventure Works,3.11,1.0,0.0085,6.0,6.0,9.0,26.34,35.34,Medium
2207,Adventure Works Floor Lamp M2150 Silver,Home Appliances,Adventure Works,2.14,1.0,0.0059,7.0,7.0,6.19,19.49,25.68,Medium
2208,Adventure Works Chandelier M8150 Silver,Home Appliances,Adventure Works,0.19,1.0,0.0005,0.0,0.0,0.55,15.43,15.98,Low
2209,Adventure Works Chandelier M6150 Silver,Home Appliances,Adventure Works,1.56,1.0,0.0043,0.0,0.0,4.51,13.22,17.73,Low
2210,Adventure Works Wall Lamp E2150 Silver,Home Appliances,Adventure Works,5.06,1.0,0.0139,6.0,6.0,14.64,7.65,22.29,Medium
2213,Adventure Works Desk Lamp E1200 Silver,Home Appliances,Adventure Works,1.95,2.0,0.0053,6.0,6.0,2.82,3.82,6.64,Low
2215,Adventure Works Floor Lamp M2150 Grey,Home Appliances,Adventure Works,1.95,1.0,0.0053,1.0,1.0,5.64,19.49,25.13,Medium
2216,Adventure Works Chandelier M8150 Grey,Home Appliances,Adventure Works,2.72,1.0,0.0075,6.0,6.0,7.87,15.43,23.3,Medium
2217,Adventure Works Chandelier M6150 Grey,Home Appliances,Adventure Works,0.78,1.0,0.0021,0.0,0.0,2.26,13.22,15.48,Low
2218,Adventure Works Wall Lamp E2150 Grey,Home Appliances,Adventure Works,1.36,1.0,0.0037,2.0,2.0,3.93,7.65,11.58,Low
2221,Adventure Works Desk Lamp E1200 Grey,Home Appliances,Adventure Works,1.36,1.0,0.0037,2.0,2.0,3.93,1.91,5.84,Low
2222,Adventure Works Floor Lamp X1150 Blue,Home Appliances,Adventure Works,0.39,1.0,0.0011,0.0,0.0,1.13,26.34,27.47,Medium
2223,Adventure Works Floor Lamp M2150 Blue,Home Appliances,Adventure Works,4.48,1.0,0.0123,5.0,5.0,12.96,19.49,32.45,Medium
2224,Adventure Works Chandelier M8150 Blue,Home Appliances,Adventure Works,2.14,1.0,0.0059,3.0,3.0,6.19,15.43,21.62,Medium
2225,Adventure Works Chandelier M6150 Blue,Home Appliances,Adventure Works,2.72,1.0,0.0075,4.0,4.0,7.87,13.22,21.09,Medium
2226,Adventure Works Wall Lamp E2150 Blue,Home Appliances,Adventure Works,1.95,1.0,0.0053,6.0,6.0,5.64,7.65,13.29,Low
2227,Adventure Works Wall Lamp E3150 Blue,Home Appliances,Adventure Works,1.36,1.0,0.0037,2.0,2.0,3.93,6.5,10.43,Low
2228,Adventure Works Desk Lamp E1300 Blue,Home Appliances,Adventure Works,2.92,1.0,0.008,6.0,6.0,8.45,5.1,13.55,Low
2231,WWI Floor Lamp M215 Black,Home Appliances,Wide World Importers,3.5,1.0,0.0096,5.0,5.0,10.13,19.49,29.62,Medium
2232,WWI Chandelier M815 Black,Home Appliances,Wide World Importers,0.39,1.0,0.0011,0.0,0.0,1.13,15.43,16.56,Low
2233,WWI Chandelier M615 Black,Home Appliances,Wide World Importers,0.39,1.0,0.0011,0.0,0.0,1.13,13.22,14.35,Low
2235,WWI Wall Lamp E315 Black,Home Appliances,Wide World Importers,0.78,1.0,0.0021,3.0,3.0,2.26,6.5,8.76,Low
2236,WWI Desk Lamp E130 Black,Home Appliances,Wide World Importers,1.56,1.0,0.0043,5.0,5.0,4.51,5.1,9.61,Low
2237,WWI Desk Lamp E120 Black,Home Appliances,Wide World Importers,0.58,1.0,0.0016,0.0,0.0,1.68,1.91,3.59,Low
2238,WWI Floor Lamp X115 White,Home Appliances,Wide World Importers,1.36,1.0,0.0037,3.0,3.0,3.93,26.34,30.27,Medium
2239,WWI Floor Lamp M215 White,Home Appliances,Wide World Importers,1.17,1.0,0.0032,2.0,2.0,3.38,19.49,22.87,Medium
2240,WWI Chandelier M815 White,Home Appliances,Wide World Importers,1.95,1.0,0.0053,7.0,7.0,5.64,15.43,21.07,Medium
2241,WWI Chandelier M615 White,Home Appliances,Wide World Importers,0.39,1.0,0.0011,0.0,0.0,1.13,13.22,14.35,Low
2242,WWI Wall Lamp E215 White,Home Appliances,Wide World Importers,0.97,1.0,0.0027,0.0,0.0,2.81,7.65,10.46,Low
2243,WWI Wall Lamp E315 White,Home Appliances,Wide World Importers,0.19,1.0,0.0005,0.0,0.0,0.55,6.5,7.05,Low
2244,WWI Desk Lamp E130 White,Home Appliances,Wide World Importers,2.34,1.0,0.0064,12.0,12.0,6.77,5.1,11.87,Low
2245,WWI Desk Lamp E120 White,Home Appliances,Wide World Importers,3.7,2.0,0.0101,6.0,6.0,5.35,3.82,9.17,Low
2246,WWI Floor Lamp X115 Silver,Home Appliances,Wide World Importers,2.92,1.0,0.008,4.0,4.0,8.45,26.34,34.79,Medium
2247,WWI Floor Lamp M215 Silver,Home Appliances,Wide World Importers,3.31,1.0,0.0091,5.0,5.0,9.58,19.49,29.07,Medium
2248,WWI Chandelier M815 Silver,Home Appliances,Wide World Importers,1.17,1.0,0.0032,6.0,6.0,3.38,15.43,18.81,Low
2249,WWI Chandelier M615 Silver,Home Appliances,Wide World Importers,1.95,1.0,0.0053,9.0,9.0,5.64,13.22,18.86,Low
2250,WWI Wall Lamp E215 Silver,Home Appliances,Wide World Importers,1.56,1.0,0.0043,2.0,2.0,4.51,7.65,12.16,Low
2252,WWI Desk Lamp E130 Silver,Home Appliances,Wide World Importers,1.17,1.0,0.0032,3.0,3.0,3.38,5.1,8.48,Low
2253,WWI Desk Lamp E120 Silver,Home Appliances,Wide World Importers,0.58,1.0,0.0016,0.0,0.0,1.68,1.91,3.59,Low
2254,WWI Floor Lamp X115 Grey,Home Appliances,Wide World Importers,1.75,1.0,0.0048,2.0,2.0,5.06,26.34,31.4,Medium
2255,WWI Floor Lamp M215 Grey,Home Appliances,Wide World Importers,0.19,1.0,0.0005,0.0,0.0,0.55,19.49,20.04,Medium
2256,WWI Chandelier M815 Grey,Home Appliances,Wide World Importers,1.17,1.0,0.0032,2.0,2.0,3.38,15.43,18.81,Low
2257,WWI Chandelier M615 Grey,Home Appliances,Wide World Importers,0.97,1.0,0.0027,2.0,2.0,2.81,13.22,16.03,Low
2258,WWI Wall Lamp E215 Grey,Home Appliances,Wide World Importers,1.56,1.0,0.0043,4.0,4.0,4.51,7.65,12.16,Low
2259,WWI Wall Lamp E315 Grey,Home Appliances,Wide World Importers,0.78,1.0,0.0021,0.0,0.0,2.26,6.5,8.76,Low
2260,WWI Desk Lamp E130 Grey,Home Appliances,Wide World Importers,0.97,1.0,0.0027,5.0,5.0,2.81,5.1,7.91,Low
2261,WWI Desk Lamp E120 Grey,Home Appliances,Wide World Importers,1.75,2.0,0.0048,5.0,5.0,2.53,3.82,6.35,Low
